ROC,AP,F1,Accuracy,BalancedAccuracy,Recall,Specificity,Precision,TN,FP,FN,TP,Dataset,ModelFamily,ModelName,FeatureStrategy,FeatureSet,SamplingScenario,SamplingMethod,SamplingRatio,FeatureCount,TrainClass0_after_sampling,TrainClass1_after_sampling,Top4FeatureSets,Weights,Views,Comparison,ROC_Delta_vs_Gatekeeper,ROC_Gain_%,AP_Delta_vs_Gatekeeper,AP_Gain_%,F1_Delta_vs_Gatekeeper,F1_Gain_%
0.9086956521739129,0.9513250510295258,0.8571428571428571,0.8163265306122449,0.8101258581235697,0.8289473684210527,0.7913043478260869,0.8873239436619719,91,24,39,189,ERa_LUC_VM7_assay,Gatekeeper,RF sampling gatekeeper,all_available,all_available,negative_5x_oversampling,oversampling,0.2,2431,4545.0,909.0,,,,Gatekeeper,0.0,0.0,0.0,0.0,0.0,0.0
0.9118993135011442,0.9523403814921563,0.8692307692307693,0.8017492711370262,0.7086575133485888,0.9912280701754386,0.4260869565217391,0.773972602739726,49,66,2,226,ERa_LUC_VM7_assay,SameFeatureAdvanced,Stacking_LR_Meta_Passthrough_False,all_available,all_available,negative_5x_oversampling,oversampling,0.2,2431,,,,,,Best advanced ensemble,0.0032036613272312664,0.3525560312264074,0.0010153304626304704,0.10672802755815984,0.012087912087912156,1.4102564102564183
