ROC,AP,F1,Accuracy,BalancedAccuracy,Recall,Specificity,Precision,TN,FP,FN,TP,Dataset,Comparison,ModelType,ModelName,FeatureSet,FeatureCount,SamplingScenario,SelectionMethod,NextStepDecision,CurrentStep,ComparedWith,Previous_ROC,ROC_Delta,ROC_Gain_%,Previous_AP,AP_Delta,AP_Gain_%,Previous_F1,F1_Delta,F1_Gain_%
0.8889821029082775,0.8029074843718218,0.65,0.8578680203045685,0.7506991051454138,0.5416666666666666,0.959731543624161,0.8125,143,6,22,26,ERa_BLA_assay,12 model result,RandomForest,model_ERa_BLA_RandomForest,rdkit,217,none,none,Continue with RandomForest,05_RF_Model_Search_Decision,03_RF_Feature_Gatekeeper,0.8889821029082775,0.0,0.0,0.8029074843718218,0.0,0.0,0.65,0.0,0.0
0.9072654462242563,0.9513467870878207,0.8734177215189873,0.8250728862973761,0.7843821510297483,0.9078947368421053,0.6608695652173913,0.8414634146341463,76,39,21,207,ERa_LUC_VM7_assay,12 model result,RandomForest,model_ERa_LUC_VM7_RandomForest,all_available,2431,none,none,Continue with RandomForest,05_RF_Model_Search_Decision,03_RF_Feature_Gatekeeper,0.9078947368421053,-0.0006292906178489988,-0.06931316950220856,0.9504504904988357,0.000896296588985046,0.09430229117085652,0.8921775898520085,-0.018759868333021124,-2.102705621213031
