ROC,AP,F1,Accuracy,BalancedAccuracy,Recall,Specificity,Precision,TN,FP,FN,TP,Dataset,Comparison,ModelType,FeatureSet,SelectionMethod,K,FeatureCount,SamplingScenario,SelectedFeatures,Previous_ROC_from_FeatureAblation
0.8847874720357941,0.7965394130394534,0.6829268292682927,0.868020304568528,0.7715324384787472,0.5833333333333334,0.959731543624161,0.8235294117647058,143,6,20,28,ERa_BLA_assay,Feature selection,RandomForest,rdkit,RF_importance,200,200,none,"[""RDKit_Phi"", ""RDKit_Kappa2"", ""RDKit_BCUT2D_MWHI"", ""RDKit_Kappa3"", ""RDKit_BCUT2D_MWLOW"", ""RDKit_SPS"", ""RDKit_Kappa1"", ""RDKit_PEOE_VSA9"", ""RDKit_NumRotatableBonds"", ""RDKit_BCUT2D_LOGPHI"", ""RDKit_FpDensityMorgan3"", ""RDKit_SMR_VSA10"", ""RDKit_BCUT2D_CHGHI"", ""RDKit_BCUT2D_CHGLO"", ""RDKit_BCUT2D_MRLOW"", ""RDKit_SlogP_VSA10"", ""RDKit_MolLogP"", ""RDKit_VSA_EState8"", ""RDKit_MaxAbsPartialCharge"", ""RDKit_FpDensityMorgan1"", ""RDKit_ExactMolWt"", ""RDKit_BalabanJ"", ""RDKit_NumHeteroatoms"", ""RDKit_BCUT2D_MRHI"", ""RDKit_qed"", ""RDKit_BCUT2D_LOGPLOW"", ""RDKit_FpDensityMorgan2"", ""RDKit_VSA_EState5"", ""RDKit_MolWt"", ""RDKit_Chi4n"", ""RDKit_PEOE_VSA6"", ""RDKit_AvgIpc"", ""RDKit_fr_halogen"", ""RDKit_Chi4v"", ""RDKit_MaxPartialCharge"", ""RDKit_SlogP_VSA5"", ""RDKit_VSA_EState4"", ""RDKit_VSA_EState2"", ""RDKit_MinAbsPartialCharge"", ""RDKit_Chi0v"", ""RDKit_MinEStateIndex"", ""RDKit_PEOE_VSA7"", ""RDKit_Chi3n"", ""RDKit_Chi0"", ""RDKit_fr_NH0"", ""RDKit_HallKierAlpha"", ""RDKit_SlogP_VSA2"", ""RDKit_PEOE_VSA8"", ""RDKit_HeavyAtomMolWt"", ""RDKit_SlogP_VSA1"", ""RDKit_VSA_EState7"", ""RDKit_Chi1v"", ""RDKit_MaxEStateIndex"", ""RDKit_EState_VSA5"", ""RDKit_MinPartialCharge"", ""RDKit_SMR_VSA6"", ""RDKit_MaxAbsEStateIndex"", ""RDKit_VSA_EState6"", ""RDKit_MinAbsEStateIndex"", ""RDKit_Chi3v"", ""RDKit_EState_VSA3"", ""RDKit_Chi2v"", ""RDKit_BertzCT"", ""RDKit_TPSA"", ""RDKit_Chi2n"", ""RDKit_EState_VSA4"", ""RDKit_Chi0n"", ""RDKit_EState_VSA9"", ""RDKit_SMR_VSA7"", ""RDKit_NumValenceElectrons"", ""RDKit_MolMR"", ""RDKit_SlogP_VSA12"", ""RDKit_fr_aniline"", ""RDKit_SlogP_VSA6"", ""RDKit_EState_VSA7"", ""RDKit_FractionCSP3"", ""RDKit_SMR_VSA1"", ""RDKit_SMR_VSA5"", ""RDKit_Chi1"", ""RDKit_EState_VSA2"", ""RDKit_VSA_EState10"", ""RDKit_NumAliphaticCarbocycles"", ""RDKit_EState_VSA8"", ""RDKit_Ipc"", ""RDKit_SlogP_VSA4"", ""RDKit_fr_bicyclic"", ""RDKit_NumSaturatedCarbocycles"", ""RDKit_EState_VSA10"", ""RDKit_LabuteASA"", ""RDKit_Chi1n"", ""RDKit_PEOE_VSA1"", ""RDKit_VSA_EState3"", ""RDKit_EState_VSA6"", ""RDKit_PEOE_VSA2"", ""RDKit_NumHeterocycles"", ""RDKit_VSA_EState9"", ""RDKit_VSA_EState1"", ""RDKit_EState_VSA1"", ""RDKit_SlogP_VSA3"", ""RDKit_PEOE_VSA10"", ""RDKit_fr_unbrch_alkane"", ""RDKit_SMR_VSA4"", ""RDKit_PEOE_VSA11"", ""RDKit_SMR_VSA9"", ""RDKit_HeavyAtomCount"", ""RDKit_PEOE_VSA14"", ""RDKit_NOCount"", ""RDKit_NHOHCount"", ""RDKit_NumAromaticCarbocycles"", ""RDKit_NumUnspecifiedAtomStereoCenters"", ""RDKit_PEOE_VSA12"", ""RDKit_SMR_VSA3"", ""RDKit_PEOE_VSA4"", ""RDKit_fr_benzene"", ""RDKit_NumAtomStereoCenters"", ""RDKit_SlogP_VSA8"", ""RDKit_NumHAcceptors"", ""RDKit_NumHDonors"", ""RDKit_PEOE_VSA3"", ""RDKit_RingCount"", ""RDKit_fr_NH1"", ""RDKit_fr_C_O_noCOO"", ""RDKit_fr_C_O"", ""RDKit_fr_ester"", ""RDKit_fr_alkyl_halide"", ""RDKit_fr_COO"", ""RDKit_fr_ether"", ""RDKit_fr_allylic_oxid"", ""RDKit_PEOE_VSA13"", ""RDKit_SlogP_VSA11"", ""RDKit_NumAmideBonds"", ""RDKit_fr_Ar_N"", ""RDKit_fr_amide"", ""RDKit_SlogP_VSA7"", ""RDKit_NumAromaticRings"", ""RDKit_NumAliphaticHeterocycles"", ""RDKit_fr_ketone"", ""RDKit_fr_Ar_OH"", ""RDKit_NumSaturatedRings"", ""RDKit_PEOE_VSA5"", ""RDKit_fr_phenol"", ""RDKit_fr_aryl_methyl"", ""RDKit_NumSaturatedHeterocycles"", ""RDKit_fr_NH2"", ""RDKit_fr_COO2"", ""RDKit_NumAliphaticRings"", ""RDKit_fr_Al_OH_noTert"", ""RDKit_fr_Al_OH"", ""RDKit_fr_ArN"", ""RDKit_fr_ketone_Topliss"", ""RDKit_fr_nitro"", ""RDKit_fr_nitro_arom_nonortho"", ""RDKit_SMR_VSA2"", ""RDKit_fr_Al_COO"", ""RDKit_NumAromaticHeterocycles"", ""RDKit_fr_phenol_noOrthoHbond"", ""RDKit_fr_piperdine"", ""RDKit_fr_thiophene"", ""RDKit_fr_phos_ester"", ""RDKit_fr_para_hydroxylation"", ""RDKit_fr_pyridine"", ""RDKit_fr_aldehyde"", ""RDKit_fr_Imine"", ""RDKit_fr_methoxy"", ""RDKit_fr_lactone"", ""RDKit_fr_Ar_NH"", ""RDKit_NumSpiroAtoms"", ""RDKit_NumBridgeheadAtoms"", ""RDKit_fr_sulfide"", ""RDKit_fr_Nhpyrrole"", ""RDKit_fr_Ndealkylation2"", ""RDKit_fr_nitro_arom"", ""RDKit_fr_nitrile"", ""RDKit_fr_priamide"", ""RDKit_fr_phos_acid"", ""RDKit_fr_amidine"", ""RDKit_fr_dihydropyridine"", ""RDKit_fr_hdrzine"", ""RDKit_EState_VSA11"", ""RDKit_fr_Ndealkylation1"", ""RDKit_fr_Ar_COO"", ""RDKit_fr_imide"", ""RDKit_fr_morpholine"", ""RDKit_fr_isocyan"", ""RDKit_fr_epoxide"", ""RDKit_fr_quatN"", ""RDKit_fr_oxime"", ""RDKit_fr_imidazole"", ""RDKit_fr_isothiocyan"", ""RDKit_fr_C_S"", ""RDKit_fr_urea"", ""RDKit_fr_SH"", ""RDKit_fr_azo"", ""RDKit_fr_tetrazole"", ""RDKit_fr_furan"", ""RDKit_fr_thiazole"", ""RDKit_fr_sulfone"", ""RDKit_fr_sulfonamd"", ""RDKit_fr_thiocyan"", ""RDKit_fr_alkyl_carbamate""]",0.8889821029082775
