ROC,AP,F1,Accuracy,BalancedAccuracy,Recall,Specificity,Precision,TN,FP,FN,TP,Dataset,Comparison,ModelType,FeatureSet,SamplingScenario,SamplingMethod,SamplingRatio,FeatureCount,BestCV_ROC_on_resampled_train,BestParams,RandomSearchIterations
0.8930369127516778,0.8130149524869922,0.7045454545454546,0.868020304568528,0.7927153243847875,0.6458333333333334,0.9395973154362416,0.775,140,9,17,31,ERa_BLA_assay,Tuned RF,RandomForest,rdkit,balanced_oversampling,oversampling,1.0,217,0.9787042414753836,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 15, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'bootstrap': True}",5
0.9080854309687261,0.9509935453780085,0.8752834467120182,0.8396501457725948,0.8362890922959573,0.8464912280701754,0.8260869565217391,0.9061032863849765,95,20,35,193,ERa_LUC_VM7_assay,Tuned RF,RandomForest,all_available,negative_5x_oversampling,oversampling,0.2,2431,0.9952560932660922,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 15, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'bootstrap': True}",5
